Year of Birth,Gender,Count
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,28
2016,MALE,28
2016,MALE,28
2016,MALE,28
2016,MALE,28
2016,MALE,28
2016,MALE,28
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,26
2016,MALE,25
2016,MALE,24
2016,MALE,23
2016,MALE,22
2016,MALE,22
2016,MALE,21
2016,MALE,21
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,387
2016,MALE,351
2016,MALE,312
2016,MALE,297
2016,MALE,269
2016,MALE,256
2016,MALE,250
2016,MALE,231
2016,MALE,206
2016,MALE,192
2016,MALE,188
2016,MALE,187
2016,MALE,169
2016,MALE,168
2016,MALE,163
2016,MALE,141
2016,MALE,138
2016,MALE,137
2016,MALE,135
2016,MALE,130
2016,MALE,129
2016,MALE,126
2016,MALE,115
2016,MALE,115
2016,MALE,114
2016,MALE,110
2016,MALE,104
2016,MALE,103
2016,MALE,103
2016,MALE,99
2016,MALE,94
2016,MALE,91
2016,MALE,91
2016,MALE,90
2016,MALE,88
2016,MALE,87
2016,MALE,83
2016,MALE,83
2016,MALE,83
2016,MALE,83
2016,MALE,82
2016,MALE,80
2016,MALE,79
2016,MALE,78
2016,MALE,78
2016,MALE,76
2016,MALE,75
2016,MALE,74
2016,MALE,74
2016,MALE,73
2016,MALE,73
2016,MALE,72
2016,MALE,69
2016,MALE,63
2016,MALE,63
2016,MALE,62
2016,MALE,61
2016,MALE,58
2016,MALE,57
2016,MALE,56
2016,MALE,55
2016,MALE,55
2016,MALE,55
2016,MALE,55
2016,MALE,54
2016,MALE,54
2016,MALE,53
2016,MALE,52
2016,MALE,52
2016,MALE,51
2016,MALE,50
2016,MALE,49
2016,MALE,48
2016,MALE,48
2016,MALE,47
2016,MALE,47
2016,MALE,46
2016,MALE,44
2016,MALE,42
2016,MALE,42
2016,MALE,42
2016,MALE,40
2016,MALE,40
2016,MALE,39
2016,MALE,39
2016,MALE,38
2016,MALE,38
2016,MALE,38
2016,MALE,38
2016,MALE,37
2016,MALE,37
2016,MALE,36
2016,MALE,36
2016,MALE,36
2016,MALE,35
2016,MALE,33
2016,MALE,33
2016,MALE,33
2016,MALE,33
2016,MALE,32
2016,MALE,32
2016,MALE,32
2016,MALE,32
2016,MALE,32
2016,MALE,32
2016,MALE,32
2016,MALE,30
2016,MALE,29
2016,MALE,29
2016,MALE,28
2016,MALE,28
2016,MALE,28
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,26
2016,MALE,26
2016,MALE,26
2016,MALE,26
2016,MALE,26
2016,MALE,26
2016,MALE,25
2016,MALE,25
2016,MALE,25
2016,MALE,25
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,23
2016,MALE,23
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,261
2016,MALE,260
2016,MALE,255
2016,MALE,239
2016,MALE,236
2016,MALE,231
2016,MALE,219
2016,MALE,211
2016,MALE,196
2016,MALE,196
2016,MALE,178
2016,MALE,178
2016,MALE,169
2016,MALE,163
2016,MALE,156
2016,MALE,147
2016,MALE,146
2016,MALE,143
2016,MALE,142
2016,MALE,140
2016,MALE,136
2016,MALE,133
2016,MALE,129
2016,MALE,128
2016,MALE,127
2016,MALE,124
2016,MALE,121
2016,MALE,117
2016,MALE,117
2016,MALE,115
2016,MALE,114
2016,MALE,112
2016,MALE,109
2016,MALE,102
2016,MALE,101
2016,MALE,100
2016,MALE,100
2016,MALE,99
2016,MALE,98
2016,MALE,97
2016,MALE,91
2016,MALE,88
2016,MALE,87
2016,MALE,85
2016,MALE,85
2016,MALE,84
2016,MALE,80
2016,MALE,77
2016,MALE,76
2016,MALE,73
2016,MALE,71
2016,MALE,71
2016,MALE,70
2016,MALE,68
2016,MALE,68
2016,MALE,67
2016,MALE,67
2016,MALE,67
2016,MALE,67
2016,MALE,64
2016,MALE,63
2016,MALE,62
2016,MALE,62
2016,MALE,61
2016,MALE,61
2016,MALE,60
2016,MALE,60
2016,MALE,58
2016,MALE,57
2016,MALE,57
2016,MALE,57
2016,MALE,57
2016,MALE,56
2016,MALE,55
2016,MALE,54
2016,MALE,53
2016,MALE,53
2016,MALE,51
2016,MALE,51
2016,MALE,49
2016,MALE,49
2016,MALE,48
2016,MALE,47
2016,MALE,47
2016,MALE,47
2016,MALE,47
2016,MALE,47
2016,MALE,47
2016,MALE,46
2016,MALE,45
2016,MALE,43
2016,MALE,43
2016,MALE,42
2016,MALE,41
2016,MALE,41
2016,MALE,41
2016,MALE,41
2016,MALE,39
2016,MALE,39
2016,MALE,38
2016,MALE,38
2016,MALE,38
2016,MALE,38
2016,MALE,37
2016,MALE,37
2016,MALE,37
2016,MALE,37
2016,MALE,37
2016,MALE,37
2016,MALE,36
2016,MALE,35
2016,MALE,35
2016,MALE,34
2016,MALE,34
2016,MALE,34
2016,MALE,34
2016,MALE,33
2016,MALE,33
2016,MALE,33
2016,MALE,32
2016,MALE,32
2016,MALE,31
2016,MALE,31
2016,MALE,31
2016,MALE,31
2016,MALE,31
2016,MALE,30
2016,MALE,30
2016,MALE,30
2016,MALE,30
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,29
2016,MALE,28
2016,MALE,28
2016,MALE,28
2016,MALE,28
2016,MALE,28
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,27
2016,MALE,26
2016,MALE,26
2016,MALE,26
2016,MALE,26
2016,MALE,26
2016,MALE,26
2016,MALE,26
2016,MALE,25
2016,MALE,25
2016,MALE,25
2016,MALE,25
2016,MALE,25
2016,MALE,25
2016,MALE,25
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,24
2016,MALE,23
2016,MALE,23
2016,MALE,23
2016,MALE,23
2016,MALE,23
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,22
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,21
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,20
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,19
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,18
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,17
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,16
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,15
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,14
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,13
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,12
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,11
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2016,MALE,10
2015,FEMALE,188
2015,FEMALE,119
2015,FEMALE,104
2015,FEMALE,99
2015,FEMALE,74
2015,FEMALE,65
2015,FEMALE,63
2015,FEMALE,59
2015,FEMALE,57
2015,FEMALE,50
2015,FEMALE,48
2015,FEMALE,46
2015,FEMALE,44
2015,FEMALE,40
2015,FEMALE,39
2015,FEMALE,37
2015,FEMALE,36
2015,FEMALE,36
2015,FEMALE,36
2015,FEMALE,36
2015,FEMALE,35
2015,FEMALE,35
2015,FEMALE,35
2015,FEMALE,35
2015,FEMALE,34
2015,FEMALE,34
2015,FEMALE,34
2015,FEMALE,33
2015,FEMALE,32
2015,FEMALE,31
2015,FEMALE,30
2015,FEMALE,30
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,28
2015,FEMALE,28
2015,FEMALE,28
2015,FEMALE,28
2015,FEMALE,27
2015,FEMALE,27
2015,FEMALE,27
2015,FEMALE,27
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,24
2015,FEMALE,24
2015,FEMALE,24
2015,FEMALE,24
2015,FEMALE,23
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,21
2015,FEMALE,21
2015,FEMALE,21
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,128
2015,FEMALE,91
2015,FEMALE,87
2015,FEMALE,82
2015,FEMALE,61
2015,FEMALE,56
2015,FEMALE,56
2015,FEMALE,56
2015,FEMALE,53
2015,FEMALE,52
2015,FEMALE,51
2015,FEMALE,50
2015,FEMALE,47
2015,FEMALE,47
2015,FEMALE,44
2015,FEMALE,44
2015,FEMALE,38
2015,FEMALE,38
2015,FEMALE,37
2015,FEMALE,37
2015,FEMALE,36
2015,FEMALE,36
2015,FEMALE,34
2015,FEMALE,34
2015,FEMALE,34
2015,FEMALE,34
2015,FEMALE,34
2015,FEMALE,33
2015,FEMALE,32
2015,FEMALE,32
2015,FEMALE,31
2015,FEMALE,30
2015,FEMALE,30
2015,FEMALE,30
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,28
2015,FEMALE,28
2015,FEMALE,28
2015,FEMALE,27
2015,FEMALE,27
2015,FEMALE,27
2015,FEMALE,27
2015,FEMALE,27
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,24
2015,FEMALE,24
2015,FEMALE,23
2015,FEMALE,23
2015,FEMALE,23
2015,FEMALE,23
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,21
2015,FEMALE,21
2015,FEMALE,21
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,307
2015,FEMALE,269
2015,FEMALE,257
2015,FEMALE,196
2015,FEMALE,180
2015,FEMALE,178
2015,FEMALE,143
2015,FEMALE,138
2015,FEMALE,137
2015,FEMALE,120
2015,FEMALE,118
2015,FEMALE,105
2015,FEMALE,102
2015,FEMALE,99
2015,FEMALE,95
2015,FEMALE,94
2015,FEMALE,93
2015,FEMALE,93
2015,FEMALE,90
2015,FEMALE,88
2015,FEMALE,88
2015,FEMALE,85
2015,FEMALE,84
2015,FEMALE,84
2015,FEMALE,80
2015,FEMALE,78
2015,FEMALE,76
2015,FEMALE,74
2015,FEMALE,72
2015,FEMALE,70
2015,FEMALE,69
2015,FEMALE,67
2015,FEMALE,66
2015,FEMALE,65
2015,FEMALE,64
2015,FEMALE,62
2015,FEMALE,61
2015,FEMALE,60
2015,FEMALE,56
2015,FEMALE,56
2015,FEMALE,55
2015,FEMALE,54
2015,FEMALE,53
2015,FEMALE,52
2015,FEMALE,52
2015,FEMALE,52
2015,FEMALE,51
2015,FEMALE,50
2015,FEMALE,49
2015,FEMALE,48
2015,FEMALE,48
2015,FEMALE,48
2015,FEMALE,47
2015,FEMALE,47
2015,FEMALE,46
2015,FEMALE,45
2015,FEMALE,44
2015,FEMALE,44
2015,FEMALE,43
2015,FEMALE,43
2015,FEMALE,42
2015,FEMALE,42
2015,FEMALE,42
2015,FEMALE,41
2015,FEMALE,40
2015,FEMALE,39
2015,FEMALE,39
2015,FEMALE,38
2015,FEMALE,38
2015,FEMALE,38
2015,FEMALE,37
2015,FEMALE,37
2015,FEMALE,37
2015,FEMALE,36
2015,FEMALE,36
2015,FEMALE,36
2015,FEMALE,36
2015,FEMALE,34
2015,FEMALE,34
2015,FEMALE,33
2015,FEMALE,33
2015,FEMALE,32
2015,FEMALE,32
2015,FEMALE,32
2015,FEMALE,32
2015,FEMALE,31
2015,FEMALE,31
2015,FEMALE,31
2015,FEMALE,30
2015,FEMALE,30
2015,FEMALE,30
2015,FEMALE,30
2015,FEMALE,30
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,29
2015,FEMALE,28
2015,FEMALE,28
2015,FEMALE,28
2015,FEMALE,27
2015,FEMALE,27
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,26
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,25
2015,FEMALE,24
2015,FEMALE,24
2015,FEMALE,24
2015,FEMALE,24
2015,FEMALE,24
2015,FEMALE,23
2015,FEMALE,23
2015,FEMALE,23
2015,FEMALE,23
2015,FEMALE,23
2015,FEMALE,23
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,22
2015,FEMALE,21
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,20
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,19
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,18
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,17
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,16
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,15
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,14
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,13
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,12
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,11
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
2015,FEMALE,10
